HCl (%),H2SO4 (%),CuSO4 (%),pH Value,Temperature (°C),Etching Time (s),Capacitance (pF),Insulation Resistance (MΩ),Impedance Match (Ω),Dielectric Breakdown (kV),Board Thickness (mm),Board Width (mm),Board Length (mm),Hole Diameter Deviation (mm),Pad-to-Hole Alignment (mm),Silkscreen Clarity,Solderability Test,Dimension Accuracy,Frequency Test Result,Defect Type,PCB_Status
3.47,2.91,1.31,5.2,43.03,116,28.07,57.09,47.26,4.49,1.46,144,204,0.005,0.042,Clear,Pass,Accurate,Pass,None,OK
3.32,2.86,1.46,5.56,43.4,117,38.67,81.12,54.47,2.96,1.44,180,194,0.046,0.012,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
2.55,3.35,0.83,4.97,48.56,95,26.67,65.88,47.47,2.55,1.2,152,183,0.073,0.043,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
2.81,2.55,1.14,5.59,44.35,81,24.38,79.85,53.03,3.03,1.08,124,183,0.009,0.006,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.96,2.8,1.2,5.42,46.33,101,27.63,85.31,52.74,4.02,1.37,137,197,0.023,0.04,Clear,Pass,Accurate,Pass,None,OK
3.88,3.38,1.26,5.26,45.07,104,31.01,60.17,52.57,3.64,1.47,145,196,0.009,0.007,Clear,Pass,Accurate,Pass,None,OK
3.31,3.05,1.26,4.58,46.78,100,27,94.86,51.09,4.02,1.2,132,198,0.011,0.017,Clear,Pass,Accurate,Pass,None,OK
2.94,3.6,0.99,4.48,42.66,109,26.97,34.89,49.47,2.69,1.52,141,202,0.069,0.041,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.96,3.64,1.2,4.45,47.67,122,22.64,58.95,47.77,4.36,1.23,141,182,0.004,0.091,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.84,3.72,1.39,5.01,42.06,137,25.32,62.33,46.04,4.4,1.21,171,218,0.048,0.013,Clear,Pass,Inaccurate,Fail,Short Circuit,Faulty
2.54,3.83,1.57,4.52,43.22,86,28.77,47.96,45.75,4.99,1.6,134,218,0.049,0.089,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.33,3.08,1.27,4.97,44.91,101,33.15,65.83,47.59,3.78,1.39,138,191,0.018,0.044,Clear,Pass,Accurate,Pass,None,OK
3.59,3.16,1.16,4.94,44.73,100,30.23,66.34,48.25,3.17,1.32,155,199,0.038,0.026,Clear,Pass,Accurate,Pass,None,OK
2.86,3.16,1.55,5.02,49.32,103,32.44,45.6,53.38,4.5,1.48,180,206,0.08,0.053,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.81,2.74,1.53,4.89,42.07,131,32.03,82.4,46.84,4.04,1.56,164,195,0.015,0.062,Clear,Fail,Accurate,Fail,Open Circuit,Faulty
3.92,2.8,1.15,4.84,44.8,102,27.27,95.88,48.1,4.19,1.35,155,194,0.037,0.02,Clear,Pass,Accurate,Pass,None,OK
2.7,3.41,1.3,5.14,41.49,83,31.81,79.37,48.92,4.06,1.16,147,219,0.01,0.095,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
2.99,3.38,1.12,5.73,45.1,108,38.69,69.73,50.13,2.65,1.46,178,182,0.085,0.083,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.01,2.93,1,4.99,44.44,96,31.25,50.66,50.12,3.85,1.42,159,205,0.021,0.045,Clear,Pass,Accurate,Pass,None,OK
4.21,2.33,1.23,5.14,49.01,84,20.96,71.85,50.54,3.71,1.34,140,181,0.044,0.033,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.39,3.24,1.06,4.94,43.67,103,34.45,59.7,48.25,4.19,1.27,156,190,0.006,0.005,Clear,Pass,Accurate,Pass,None,OK
3.85,3.49,1.38,4.51,46.37,119,25.82,71.1,51.17,3.23,1.26,145,195,0.014,0.024,Clear,Pass,Accurate,Pass,None,OK
3.41,2.53,1.34,4.74,44.56,121,26.09,85.04,50.27,3.81,1.41,133,199,0.025,0.033,Clear,Pass,Accurate,Pass,None,OK
3.72,2.54,1.11,4.71,45.12,103,33.44,82.38,47.11,4.15,1.36,148,199,0.043,0.03,Clear,Pass,Accurate,Pass,None,OK
3.69,2.93,1.16,4.85,43.08,101,26.1,83.47,51.46,4.48,1.27,163,208,0.048,0.013,Clear,Pass,Accurate,Pass,None,OK
3.21,3.16,1.38,4.67,43.24,103,25.39,94,48.13,4.33,1.35,135,202,0.032,0.028,Clear,Pass,Accurate,Pass,None,OK
3.45,2.89,1.1,4.57,45.39,111,28.48,56.05,51.95,4.3,1.34,144,208,0.018,0.035,Clear,Pass,Accurate,Pass,None,OK
3.57,3.5,1.21,4.7,46.52,97,29.67,76.11,49.13,3.37,1.41,139,192,0.035,0.029,Clear,Pass,Accurate,Pass,None,OK
2.92,2.68,1.15,4.49,42.3,106,39.68,51.61,45.59,3.72,1.43,144,209,0.007,0.085,Blurred,Pass,Accurate,Fail,Misalignment,Faulty
3.72,2.7,1.01,5.35,44.97,110,30.69,86.27,49.03,4.26,1.2,165,202,0.017,0.034,Clear,Pass,Accurate,Pass,None,OK
3.82,2.51,1.25,5.3,43.66,110,30.07,81.81,47.07,3.25,1.38,169,193,0.031,0.013,Clear,Pass,Accurate,Pass,None,OK
3.76,2.69,1.37,4.94,43.46,96,34.13,72.42,52.93,3.3,1.38,135,197,0.012,0.042,Clear,Pass,Accurate,Pass,None,OK
3.34,3.35,1.48,4.7,42.63,109,36.86,45.73,45.53,4.99,1.19,162,199,0.003,0.063,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.03,3.39,1.35,5.38,46.6,105,32.69,50.86,50.67,3.17,1.42,169,201,0.013,0.022,Clear,Pass,Accurate,Pass,None,OK
4.13,2.73,1.21,5.93,42.31,138,24.12,91.5,53.52,3.69,1.47,138,219,0.022,0.012,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.18,2.44,1.05,4.89,48.02,137,36.57,35.01,54.13,3.74,1.53,170,219,0.082,0.089,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.02,3.98,1.26,4.64,48.51,122,30.76,32.28,53.47,4.52,1.34,128,209,0.085,0.064,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.67,2.65,1.2,4.73,45.81,110,34.84,53.02,49.54,4.29,1.47,135,206,0.004,0.049,Clear,Pass,Accurate,Pass,None,OK
3.5,2.98,1.26,5.08,46.86,109,29.76,55.95,47.58,3.16,1.33,144,190,0.021,0.001,Clear,Pass,Accurate,Pass,None,OK
3.04,2.28,1.02,4.55,49.78,128,28.26,39.32,54.69,4.39,1.05,151,193,0.073,0.097,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.75,2.97,0.81,5.47,42.01,136,37.54,31.58,50.03,2.69,1.01,171,189,0.018,0.086,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.57,2.92,1.23,4.64,43.33,95,25.84,67.16,51.19,3.21,1.3,158,191,0.031,0.019,Clear,Pass,Accurate,Pass,None,OK
3.6,3.01,1.57,4.1,42.92,132,37.5,48.46,51.59,3.58,1.24,136,197,0.062,0.098,Clear,Fail,Accurate,Fail,Short Circuit,Faulty
3.37,3.17,1.03,5.33,46.61,115,34.56,55.88,48.7,3.37,1.23,154,198,0.039,0.009,Clear,Pass,Accurate,Pass,None,OK
3.09,2.77,1.38,4.71,43.79,121,28.09,55.83,53.72,4.4,1.09,158,184,0.04,0.07,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.71,2.55,1.06,4.63,46.38,111,25.04,71.3,52.93,3.86,1.3,148,190,0.041,0.028,Clear,Pass,Accurate,Pass,None,OK
3.67,3.16,1.39,4.53,46.57,97,32.76,58.93,52.7,4.32,1.22,143,208,0.05,0.012,Clear,Pass,Accurate,Pass,None,OK
3.58,2.85,1.1,4.77,43.02,116,25.31,88.96,51.41,3.63,1.44,132,206,0.004,0.037,Clear,Pass,Accurate,Pass,None,OK
3.86,3.43,1.15,5.4,45.97,116,32.61,93.57,52.83,3.82,1.44,143,194,0.025,0.044,Clear,Pass,Accurate,Pass,None,OK
3.47,2.05,1.12,4.62,40.48,108,24.83,76.16,52.18,4.84,1.07,172,211,0.004,0.064,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.1,3.35,1.2,4.63,45.2,113,34.38,69.48,47.63,3.25,1.33,168,204,0.026,0.011,Clear,Pass,Accurate,Pass,None,OK
3.3,2.9,1.39,4.83,45.29,114,28.89,75.57,48.68,3.4,1.28,168,209,0.04,0.008,Clear,Pass,Accurate,Pass,None,OK
3.5,3.49,1.28,4.82,44.88,101,27.41,97.67,48.52,3.2,1.24,150,201,0.013,0.044,Clear,Pass,Accurate,Pass,None,OK
3.96,2.55,1.25,5.3,45.97,116,27.26,76.78,47.43,3.61,1.46,140,193,0.003,0.018,Clear,Pass,Accurate,Pass,None,OK
3.04,2.23,1.28,5.97,44.03,111,31.93,46.99,49.92,3.08,1.48,177,194,0.016,0.046,Clear,Fail,Accurate,Fail,Misalignment,Faulty
3.58,3.91,1.33,4.48,46.49,99,26.36,54.73,46.28,3.3,1.13,125,205,0.078,0.021,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.77,2.63,1.35,5.36,46.98,89,29.03,96.51,45.05,3.04,1.18,153,207,0.086,0.061,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.07,3.29,1.21,4.92,47,123,29.92,99.75,52.83,3.89,1.46,139,204,0.016,0.022,Clear,Pass,Accurate,Pass,None,OK
3.34,2.93,1.28,5.11,45.84,105,26.71,57.11,47.36,3.43,1.28,144,192,0.049,0.011,Clear,Pass,Accurate,Pass,None,OK
3.93,2.93,1.27,4.9,45.71,124,31.73,93.11,52.14,4.27,1.39,159,203,0.045,0.021,Clear,Pass,Accurate,Pass,None,OK
4.47,3.97,1.3,5.35,44.27,140,30.65,53.04,46.69,2.87,1.38,170,189,0.028,0.006,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
3.9,2.67,1.36,5.05,45.62,124,28.68,74.86,51.61,4.47,1.28,146,193,0.02,0.012,Clear,Pass,Accurate,Pass,None,OK
2.84,3.92,1.05,5.19,49.48,87,25.83,99.78,46,3.5,1.58,157,217,0.012,0.058,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.04,2.78,1.24,5.48,44.75,108,36.45,48.76,48.36,2.93,1.28,157,212,0.076,0.004,Clear,Fail,Inaccurate,Fail,Misalignment,Faulty
2.54,2.77,1.13,4.42,43.17,110,29.03,89.59,48.79,3.78,1.58,121,185,0.044,0.022,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.87,3.01,1.22,4.56,45.78,112,28.23,51.14,49.26,3.18,1.27,158,208,0.044,0.033,Clear,Pass,Accurate,Pass,None,OK
3.31,2.58,1.17,4.87,44.37,119,29.61,98.61,47.11,3.03,1.21,146,195,0.002,0.025,Clear,Pass,Accurate,Pass,None,OK
3.85,3.12,1.32,5.36,44.28,108,30.43,98.25,47.04,4.18,1.37,162,206,0.016,0.039,Clear,Pass,Accurate,Pass,None,OK
3.51,2.74,1.32,5.19,46.14,110,26.42,69.16,48.22,3.29,1.24,167,207,0.036,0.016,Clear,Pass,Accurate,Pass,None,OK
3.62,3.22,1.07,5.48,43.21,100,32.08,97.71,49.96,3.53,1.2,150,197,0.011,0.025,Clear,Pass,Accurate,Pass,None,OK
3.8,3.52,0.87,4.27,46.73,90,21.97,31.76,47.3,4.81,1.32,143,180,0.097,0.037,Clear,Fail,Accurate,Fail,Short Circuit,Faulty
4.16,3.67,1.11,5.91,40.47,81,35.15,72.28,46.76,3.9,1.33,133,202,0.077,0.086,Clear,Pass,Inaccurate,Fail,Misalignment,Faulty
3.24,3.11,1.09,5.29,46.04,96,33.83,57.05,49.75,3.59,1.23,143,208,0.01,0.013,Clear,Pass,Accurate,Pass,None,OK
3.71,3.25,1.38,4.95,46.26,117,27.78,84.01,50.51,4.37,1.29,139,209,0.043,0.047,Clear,Pass,Accurate,Pass,None,OK
2.77,2.52,1.33,4.7,41.37,81,35.95,89.96,45.33,2.85,1.59,159,186,0.027,0.014,Clear,Pass,Accurate,Fail,Misalignment,Faulty
4.3,2.39,1.28,5.24,42.29,113,23.08,63.75,51.05,3.57,1.58,166,182,0.074,0.083,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.33,3.25,1.18,5.18,45.09,105,26.8,59.6,51.63,3.99,1.4,152,201,0.031,0.026,Clear,Pass,Accurate,Pass,None,OK
3.34,2.7,1.21,5.28,46.64,105,32.61,62.33,49.26,3.06,1.26,168,206,0.049,0.009,Clear,Pass,Accurate,Pass,None,OK
3.7,2.54,0.82,4.58,47.53,130,22.53,64.45,52.62,2.88,1.59,140,184,0,0.003,Clear,Pass,Inaccurate,Fail,Open Circuit,Faulty
3.64,2.5,1.12,4.77,44.89,120,26.84,88.97,47.96,3.02,1.47,168,208,0.007,0.014,Clear,Pass,Accurate,Pass,None,OK
2.85,3.12,1.58,4.43,44.47,102,20.3,72.8,54.36,4.47,1.25,124,187,0.085,0.023,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.24,2.87,1.19,4.56,43.71,104,25.41,68.87,51.8,3.3,1.29,143,190,0.018,0.004,Clear,Pass,Accurate,Pass,None,OK
3.22,3.42,1.3,4.91,44.45,98,31.19,50.36,49,3.48,1.3,151,200,0.016,0.001,Clear,Pass,Accurate,Pass,None,OK
3.37,3.08,1.19,4.64,46.62,111,27.4,70.71,48.72,3.73,1.27,157,199,0.044,0.026,Clear,Pass,Accurate,Pass,None,OK
3.78,3.23,1.13,4.78,46.97,104,26.72,61.4,51.59,4.26,1.28,138,205,0.013,0.017,Clear,Pass,Accurate,Pass,None,OK
3.22,3.38,1.04,5.45,44.69,103,34.82,84.17,52.6,3.47,1.22,152,194,0.018,0.048,Clear,Pass,Accurate,Pass,None,OK
2.83,2.98,0.84,5.95,47.03,97,23.78,88.23,45.82,3.63,1.49,168,219,0.075,0.09,Clear,Pass,Inaccurate,Fail,Solder Bridge,Faulty
3.79,3.41,1.37,5.35,43.67,124,27.92,59.72,52.49,3.56,1.29,136,206,0.007,0.009,Clear,Pass,Accurate,Pass,None,OK
2.67,3.99,1.26,5.6,45.31,90,30.69,66.09,45.09,2.84,1.22,153,203,0.068,0.053,Clear,Pass,Inaccurate,Fail,Short Circuit,Faulty
3.7,3.03,1.35,5.09,44.15,107,34.03,92.11,47.82,3.49,1.46,153,198,0.039,0.04,Clear,Pass,Accurate,Pass,None,OK
3.68,3.04,1.32,4.9,45.21,105,26.78,63.35,50.02,3.01,1.41,166,197,0.012,0.016,Clear,Pass,Accurate,Pass,None,OK
3.28,3.14,1.27,4.63,46.42,105,34.34,52.5,47.13,4.19,1.35,130,195,0.034,0.054,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.08,3.24,0.81,4.53,42.98,135,37.53,80.73,48.75,4.41,1.19,128,216,0.077,0.075,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.47,3.35,1.28,4.76,45.29,104,33.19,69.65,47.56,4.43,1.46,138,199,0.003,0.011,Clear,Pass,Accurate,Pass,None,OK
3.94,2.79,1.05,5.56,48.43,102,36.14,82.68,51.94,2.87,1.58,175,210,0.089,0.088,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.75,3.31,1.21,5.07,45.52,118,30.02,64.9,52.77,3.21,1.23,167,197,0.022,0.048,Clear,Pass,Accurate,Pass,None,OK
3.01,3.2,1.36,5.03,46.34,99,25.79,82.2,48.29,3.43,1.34,136,192,0.02,0.04,Clear,Pass,Accurate,Pass,None,OK
3.31,3.1,1.32,5.28,45.84,97,32.34,55.06,48.18,3.19,1.27,152,201,0.009,0.032,Clear,Pass,Accurate,Pass,None,OK
3.83,2.46,1.58,5.37,41.99,99,25.25,33.16,47.99,3.74,1.34,156,180,0.006,0.031,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.68,3.12,1.33,5.43,44.04,98,33.92,73.9,52.33,3.74,1.42,154,193,0.007,0.035,Clear,Pass,Accurate,Pass,None,OK
3.99,2.86,1.12,4.83,44.58,97,26.63,66.72,52.81,4.4,1.49,151,207,0.045,0.05,Clear,Pass,Accurate,Pass,None,OK
3,3.34,1.17,4.71,46.36,104,32.26,94.21,51.19,3.15,1.44,136,198,0.003,0.03,Clear,Pass,Accurate,Pass,None,OK
3.51,3.12,1.28,4.9,45.53,118,29.45,53.67,47.73,3.66,1.21,135,193,0.005,0.005,Clear,Pass,Accurate,Pass,None,OK
3.02,3.74,1.52,4.82,44.36,106,23.57,47.66,52.4,3.45,1.56,151,184,0.015,0.018,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.92,2.72,1.15,4.94,43.67,107,32.54,91.48,49.92,3.03,1.29,165,191,0.012,0.003,Clear,Pass,Accurate,Pass,None,OK
3.86,2.74,1.2,4.54,44.3,99,32.14,58.38,51.9,4.16,1.21,151,196,0.048,0.033,Clear,Pass,Accurate,Pass,None,OK
3.02,3.36,1.26,5.36,46.16,107,25.27,54.43,50.43,3.96,1.21,164,207,0.004,0.033,Clear,Pass,Accurate,Pass,None,OK
3.69,3.59,1.14,4.61,40.39,83,39.15,96.38,52.91,2.58,1.44,152,188,0.044,0,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.53,3.13,1.18,5.5,43.69,121,26.79,60.12,47.8,4.05,1.22,162,191,0.041,0.037,Clear,Pass,Accurate,Pass,None,OK
3,2.9,1.32,5.42,45.76,118,29.71,55.13,48.03,3.71,1.28,150,191,0.045,0.005,Clear,Pass,Accurate,Pass,None,OK
3.79,2.69,1.05,5.36,45.25,95,34.34,76.05,52.18,4.36,1.29,140,199,0.019,0.047,Clear,Pass,Accurate,Pass,None,OK
2.65,2.3,0.98,5.45,48.35,114,35.17,84,53.38,4.74,1.57,128,218,0.083,0.04,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
3.31,3.11,1.29,5.49,43.59,119,28.42,99.41,50.16,3.61,1.32,142,192,0.015,0.028,Clear,Pass,Accurate,Pass,None,OK
3.77,2.68,1.06,5.41,45.76,105,31.29,51.72,51.24,3.77,1.32,132,208,0.034,0.032,Clear,Pass,Accurate,Pass,None,OK
3.94,2.97,1.38,5.19,43.57,120,25.12,73.06,49.24,4.04,1.43,142,191,0.035,0.002,Clear,Pass,Accurate,Pass,None,OK
3.98,3.18,1.13,4.67,44.59,97,32.11,69.3,50.19,3.78,1.24,163,192,0.039,0.048,Clear,Pass,Accurate,Pass,None,OK
3.89,3.07,1.32,4.66,44.23,111,31.03,66.98,52.86,3.28,1.25,157,198,0.042,0.028,Clear,Pass,Accurate,Pass,None,OK
3.2,3.42,1.21,4.55,45.76,113,32.15,66.59,48.98,3.48,1.39,169,200,0.013,0.028,Clear,Pass,Accurate,Pass,None,OK
3.19,2.54,1.04,4.91,46.13,107,34.05,94.75,51.05,3.14,1.37,163,200,0.034,0.047,Clear,Pass,Accurate,Pass,None,OK
3.63,2.78,1.23,5.31,43.67,110,26.46,50.95,48.04,3.65,1.25,161,192,0.007,0.046,Clear,Pass,Accurate,Pass,None,OK
3.54,2.56,1.36,4.99,46.25,112,27.62,88.75,47.73,3.91,1.46,152,194,0.026,0.011,Clear,Pass,Accurate,Pass,None,OK
3.01,2.69,1.06,4.87,43.03,117,34.96,62.65,51.7,3.18,1.3,153,201,0.031,0.047,Clear,Pass,Accurate,Pass,None,OK
3.39,2.62,1.13,4.61,45.12,120,26.56,69.16,52.06,3.95,1.31,130,204,0.008,0.037,Clear,Pass,Accurate,Pass,None,OK
3.91,3.23,1.18,4.55,45.07,114,32.21,71.01,51.01,4.34,1.33,153,206,0.004,0.001,Clear,Pass,Accurate,Pass,None,OK
3.9,2.87,1.11,4.9,45.5,117,32.25,65.24,47.95,3.51,1.3,132,205,0.01,0.012,Clear,Pass,Accurate,Pass,None,OK
2.77,3.73,1.12,5.78,49.12,102,32.87,74.29,50.98,4.55,1.44,142,212,0.078,0.093,Clear,Pass,Accurate,Fail,Misalignment,Faulty
4.4,3.96,1.22,5.14,43.46,82,32.19,46.27,52.8,4.46,1.24,173,209,0.047,0.038,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.2,3.43,1.38,4.6,43.96,113,31.83,54.68,48.44,3.33,1.37,146,206,0.021,0.021,Clear,Pass,Accurate,Pass,None,OK
2.87,3.66,1.26,5.04,40.39,99,32.53,90.4,48.8,4.39,1.58,167,196,0.093,0.018,Clear,Fail,Accurate,Fail,Short Circuit,Faulty
3.38,2.52,1.15,4.6,43.04,124,27.27,55.72,52.47,4.34,1.32,136,204,0.044,0.029,Clear,Pass,Accurate,Pass,None,OK
3.56,3.15,1.26,4.9,44.82,100,27.15,64.91,48.73,4.04,1.28,139,202,0.027,0.035,Clear,Pass,Accurate,Pass,None,OK
3.85,3.47,1.09,5,43.29,117,31.66,91.09,51.91,3.16,1.47,148,191,0.037,0.011,Clear,Pass,Accurate,Pass,None,OK
4.11,2.4,0.92,4.62,43.51,131,31.47,79.51,53.89,4.98,1.54,156,181,0.091,0.029,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.53,2.68,1.09,4.69,46.57,101,26.86,56.73,48.72,3.61,1.29,153,206,0.009,0.042,Clear,Pass,Accurate,Pass,None,OK
3.88,3.71,1.09,5.01,45.34,125,33.37,43.74,54.82,4.04,1.14,142,215,0.068,0.012,Clear,Fail,Accurate,Fail,Misalignment,Faulty
3.97,2.94,1.07,5.18,43.69,109,31.62,87.13,52.64,4.01,1.41,138,190,0.005,0.042,Clear,Pass,Accurate,Pass,None,OK
3.8,3.2,1.17,4.92,44.7,124,29.93,64.44,52.49,3.86,1.3,144,199,0.012,0.032,Clear,Pass,Accurate,Pass,None,OK
3.95,3.13,1.21,4.59,44.74,99,28.87,94.17,47.26,3.93,1.33,151,193,0.016,0.046,Clear,Pass,Accurate,Pass,None,OK
3.73,3.07,1,5.14,45.21,110,28,71.42,51.62,3.85,1.27,146,199,0.027,0.041,Clear,Pass,Accurate,Pass,None,OK
3.88,2.83,1.33,4.86,46.13,100,34.48,58.59,48.02,4.2,1.43,148,201,0.044,0.011,Clear,Pass,Accurate,Pass,None,OK
4.39,2.9,1.36,5.74,42.8,87,35.82,58.76,48.12,4.63,1.19,149,183,0.01,0.085,Clear,Pass,Inaccurate,Fail,Misalignment,Faulty
3.83,3.23,1.21,4.55,44.89,97,30.08,99.29,48.29,3.48,1.42,138,192,0.021,0.04,Clear,Pass,Accurate,Pass,None,OK
3.25,3.15,1.06,5.45,43.1,106,30.61,58.83,49.76,4.06,1.21,167,190,0.026,0.048,Clear,Pass,Accurate,Pass,None,OK
3.23,2.66,1.03,5.07,46.08,98,34.49,78.38,50.46,4.49,1.22,148,208,0,0.007,Clear,Pass,Accurate,Pass,None,OK
3.86,3.46,1.03,4.98,43.33,121,31.54,78.46,48.95,3.58,1.48,137,190,0.002,0.049,Clear,Pass,Accurate,Pass,None,OK
3.08,3.06,1.1,5.36,45.57,116,34.58,68.64,50.45,4.19,1.47,135,208,0.004,0.001,Clear,Pass,Accurate,Pass,None,OK
3.41,3.03,1.2,5.44,46.21,97,26.06,97.57,48.02,3.37,1.35,167,193,0.035,0.026,Clear,Pass,Accurate,Pass,None,OK
3.82,3.35,1.34,4.72,44.13,110,33.47,92.19,47.13,3.42,1.35,150,202,0.024,0.039,Clear,Pass,Accurate,Pass,None,OK
3.81,3.14,1.36,5.31,44.8,110,28.35,91.49,50.43,4.4,1.44,158,203,0.01,0.04,Clear,Pass,Accurate,Pass,None,OK
3.14,2.57,1.33,5.33,43.06,117,33.1,98.71,50.1,3.04,1.24,163,203,0.03,0.037,Clear,Pass,Accurate,Pass,None,OK
3.49,3.01,1.13,4.55,46.22,113,33.56,72.86,51.14,3.33,1.4,141,192,0.027,0.026,Clear,Pass,Accurate,Pass,None,OK
3.48,3.28,1.12,5.21,45.81,109,27.71,54.86,50.9,3.72,1.34,168,208,0.004,0.033,Clear,Pass,Accurate,Pass,None,OK
4.39,3.61,1.34,5.06,46.04,125,31.1,47.94,53.57,3.57,1.32,152,201,0.019,0.059,Clear,Pass,Inaccurate,Fail,Misalignment,Faulty
3.32,3.2,1.39,4.56,43.93,103,29.09,88.27,52.38,3.6,1.42,161,200,0.032,0.035,Clear,Pass,Accurate,Pass,None,OK
4.22,2.42,1.12,5.28,40.4,97,32.04,96.42,49.62,3.29,1.17,155,204,0.004,0.053,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.92,3.47,1.27,5.09,44.56,114,32.26,69.04,49.76,3.94,1.21,135,198,0.038,0.025,Clear,Pass,Accurate,Pass,None,OK
3.65,2.52,1.12,5.17,45.78,96,25.99,59.52,47.05,3.29,1.38,146,195,0.014,0.03,Clear,Pass,Accurate,Pass,None,OK
4.16,4,1.09,4.59,41.52,117,38.95,80.56,49.6,2.97,1.23,127,196,0.079,0.077,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.98,2.76,1.13,4.87,44.43,100,32.56,74.16,50.78,3.11,1.37,161,193,0.034,0.042,Clear,Pass,Accurate,Pass,None,OK
3.07,3.05,1.17,5.38,43.65,108,26.1,96.29,51.05,3.55,1.45,137,194,0.01,0.016,Clear,Pass,Accurate,Pass,None,OK
3.39,3.12,1.25,5.3,45.07,103,34.14,58.57,50.13,3.79,1.4,167,198,0.038,0.026,Clear,Pass,Accurate,Pass,None,OK
3.84,2.77,1.36,5.43,45.89,123,27.76,92.43,51.14,3.84,1.46,158,190,0.046,0,Clear,Pass,Accurate,Pass,None,OK
2.65,3.48,0.92,4.33,44.46,96,39.78,37.48,45.08,4.86,1.13,174,211,0.083,0.086,Clear,Fail,Accurate,Fail,Solder Bridge,Faulty
3.89,3.67,1.59,4.21,48.36,80,29.25,87.17,51.41,3.04,1.53,162,198,0.045,0.011,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.18,3.48,1.58,4.29,42.65,137,21.49,75.87,45.68,2.66,1.59,155,191,0.087,0.065,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.42,3.33,1.08,4.81,44.28,104,30.76,70.91,48.94,3.9,1.47,160,204,0.022,0.034,Clear,Pass,Accurate,Pass,None,OK
3.26,2.66,1.03,4.52,43.49,120,26.17,56.84,47.89,3.82,1.32,148,200,0.012,0.01,Clear,Pass,Accurate,Pass,None,OK
4,2.5,1.16,5.31,46.32,112,27.69,92.42,50.99,3.37,1.24,138,190,0.02,0.024,Clear,Pass,Accurate,Pass,None,OK
3.87,3.45,1.1,4.72,44.01,109,29.04,98.48,48.47,4.15,1.39,157,206,0.013,0.011,Clear,Pass,Accurate,Pass,None,OK
3.55,2.89,1.23,4.97,45.05,98,29.87,64.56,49.74,3.13,1.46,168,204,0,0.001,Clear,Pass,Accurate,Pass,None,OK
3.14,3.69,1.17,5.74,46.46,112,27.54,43.98,46.04,4.54,1.38,178,183,0.012,0.076,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.75,3.23,1.3,5.66,41.51,116,38.13,34.2,46.29,3.8,1.11,176,200,0.045,0.074,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.56,3.46,1.28,5.32,45.77,99,25,65.18,49.95,3.3,1.22,169,203,0.033,0.024,Clear,Pass,Accurate,Pass,None,OK
3.73,2.98,1.14,4.15,43.83,110,22.76,68.43,46.78,4.18,1.28,120,181,0.077,0.014,Clear,Pass,Accurate,Fail,Delamination,Faulty
2.97,2.16,1.06,4.22,47.3,114,27.38,85.77,51.88,3.58,1.2,155,196,0.024,0.01,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.55,2.82,1.25,4.1,40.2,80,34.44,33.07,53.31,2.8,1.46,163,198,0.015,0.086,Clear,Pass,Accurate,Fail,Delamination,Faulty
